order_id,customer_name,city,category,quantity,sales_amount,order_status
10079,Kiran,Mysore,Furniture,5,4552.02,Cancelled
10080,Sneha,Mysore,Clothing,1,10500.98,Cancelled
10081,Kiran,Pune,Clothing,5,12936.81,Cancelled
10082,Sneha,Bangalore,Grocery,7,11752.8,completed
10083,Vikram,Hyderabad,Furniture,2,834.38,Cancelled
10084,Neha,Mysore,Furniture,5,7337.48,Cancelled
10085,Kiran,Pune,Furniture,1,1797.72,Pending
10086,Arun,Delhi,Furniture,2,3820.16,Completed
10087,Anjali,,Clothing,5,14803.27,COMPLETED
10088,Rahul,Chennai,Clothing,4,2351.81,Completed
10089,Sneha,Hyderabad,Furniture,6,7608.6,Pending
10090,Priya,Mumbai,Grocery,2,9367.8,COMPLETED
10091,Neha,Bangalore,Electronics,6,10611.36,Cancelled
10092,Sneha,Kochi,Electronics,2,8504.82,Pending
10093,Priya,Mumbai,Grocery,4,394.12,Cancelled
10094,Anjali,Hyderabad,Furniture,6,5065.3,completed
10095,Anjali,Hyderabad,Clothing,3,7886.25,Pending
10096,Anjali,Hyderabad,Electronics,1,1546.03,completed
10097,Priya,Mumbai,Books,3,5421.75,Pending
10098,Sneha,Delhi,Books,5,739.75,Pending
10099,Anjali,Hyderabad,Grocery,4,1409.03,completed
10100,Vikram,Pune,Furniture,3,6104.62,COMPLETED
10101,Kiran,Mumbai,Electronics,2,2207.56,Completed
10102,Priya,Kochi,Furniture,5,8621.23,Cancelled
10103,Priya,Hyderabad,Electronics,5,10419.61,Pending
10104,Sneha,Pune,Grocery,3,12058.65,Cancelled
10105,Priya,Delhi,Grocery,3,3202.22,completed
10106,Priya,Chennai,Books,4,2720.37,Cancelled
10107,Anjali,Delhi,Furniture,1,1792.38,completed
10108,Sneha,Kochi,Books,3,9637.35,Cancelled
10109,Anjali,Hyderabad,Furniture,7,10670.52,Completed
10110,Kiran,Kochi,Books,3,715.9,Completed
10111,Neha,Mumbai,Clothing,6,14059.13,Completed
10112,Kiran,Mysore,Clothing,2,1016.58,Completed
10113,Neha,Hyderabad,Clothing,7,8234.12,Completed
10114,Anjali,Mysore,Clothing,7,10708.64,Completed
10115,Kiran,Pune,Electronics,6,13096.79,completed
10116,Sneha,Chennai,Clothing,6,10782.78,Pending
10117,Rahul,Bangalore,Grocery,5,12075.49,Cancelled
10118,Anjali,Kochi,Grocery,1,5256.89,Completed
10119,Neha,Delhi,Electronics,2,12268.67,completed
10120,Vikram,Chennai,Clothing,4,1431.69,completed
10121,Neha,Hyderabad,Clothing,7,13448.55,completed
10122,Vikram,Mysore,Clothing,4,8326.99,Pending
10123,Priya,Delhi,Books,3,12305.14,Cancelled
10124,Kiran,Mysore,Furniture,3,6921.69,Pending
10125,Vikram,Mumbai,Books,4,9742.77,COMPLETED
10126,Neha,Mysore,Furniture,3,8014.44,completed
10127,Priya,Mumbai,Clothing,1,11040.95,COMPLETED
10128,Rahul,Pune,Clothing,6,1454.04,Completed
10129,Sneha,Delhi,Books,3,1140.19,Completed
10130,Sneha,Delhi,Books,5,3894.77,Pending
10131,Sneha,Bangalore,Furniture,3,2603.28,Cancelled
10132,Vikram,Hyderabad,Grocery,2,13108.81,COMPLETED
10133,Rahul,Mumbai,Furniture,1,3483.41,Cancelled
10134,Vikram,Bangalore,Books,2,14644.01,Pending
10135,Kiran,Mysore,Books,2,5219.21,Completed
10136,Vikram,Mysore,Electronics,5,2936.24,Cancelled
10137,Rahul,Bangalore,Books,1,11898.05,Cancelled
10138,Rahul,Delhi,Electronics,1,9965.94,Completed
10139,Kiran,Mysore,Grocery,1,7598.39,COMPLETED
10140,Rahul,Kochi,Furniture,1,8441.61,Completed
10141,Neha,Pune,Furniture,1,10858.23,Cancelled
10142,Rahul,Pune,Electronics,5,3619.71,COMPLETED
10143,,Kochi,Furniture,3,14945.93,COMPLETED
10144,Neha,Bangalore,Books,2,14628.2,Completed
10145,Neha,Kochi,Clothing,1,9842.3,Cancelled
10146,Kiran,Mumbai,Electronics,7,3193.25,Pending
10147,Arun,Mumbai,Furniture,3,10283.37,Cancelled
10148,Arun,Bangalore,Electronics,3,1314.93,completed
10149,Rahul,Kochi,Electronics,2,702.12,Pending
10150,Neha,Mumbai,Clothing,5,4050.82,COMPLETED
10151,Arun,Delhi,Books,4,7073.69,Pending
10152,Arun,Kochi,Electronics,4,13057.02,COMPLETED
10153,Rahul,Delhi,Furniture,3,10975.74,COMPLETED
10154,Arun,Mumbai,Grocery,6,11204.92,Pending
10155,Vikram,Pune,Electronics,6,6526.03,COMPLETED
10156,Priya,Mumbai,Electronics,2,5352.54,COMPLETED
10157,Kiran,Delhi,Clothing,4,5722.82,completed
10158,Priya,Chennai,Books,3,14817.83,Cancelled
10159,Rahul,Hyderabad,Grocery,5,841.61,Cancelled
10160,Sneha,Mysore,Furniture,4,13038.71,completed
10161,Kiran,Kochi,Grocery,3,8785.46,Pending
10162,Rahul,Chennai,Furniture,3,6719.58,Completed
10163,Neha,Mumbai,Books,1,10947.55,Completed
10164,Sneha,Pune,Furniture,5,7428.37,Completed
10165,Priya,Bangalore,Clothing,1,13132.99,completed
10166,Rahul,Mumbai,Clothing,2,13535.35,completed
10167,Neha,Pune,Clothing,1,6470.38,COMPLETED
10168,Kiran,Hyderabad,Clothing,7,4333.21,Completed
10169,Kiran,Mumbai,Grocery,1,8987.17,Pending
10170,Anjali,Delhi,Books,7,13707.36,Pending
10171,Neha,Bangalore,Furniture,4,3357.27,Completed
10172,Vikram,Pune,Furniture,6,9438.76,Completed
10173,Arun,Pune,Clothing,3,9565.51,Completed
10174,Sneha,Pune,Clothing,7,11063.42,completed
10175,Neha,Hyderabad,Electronics,5,2190.62,completed
10176,Anjali,Mumbai,Books,1,10808.42,completed
10177,Arun,Hyderabad,Grocery,7,13658.23,Cancelled
10178,Arun,Kochi,Furniture,5,2900.33,Pending
10179,Rahul,Mysore,Electronics,6,3753.76,Pending
10180,Arun,Mysore,Electronics,6,14578.08,COMPLETED
10181,Vikram,Kochi,Furniture,1,2919.41,completed
10182,Kiran,Mumbai,Grocery,2,12852.18,Cancelled
10183,Anjali,Delhi,Electronics,1,7511.1,Cancelled
10184,Arun,Hyderabad,Electronics,4,3896.66,Pending
10185,Rahul,Bangalore,Books,7,13093.56,completed
10186,Vikram,Pune,Grocery,3,6818.25,COMPLETED
10187,Priya,Pune,Electronics,2,7843.56,completed
10188,Kiran,Mumbai,Grocery,1,5548.69,Completed
10189,Kiran,Delhi,Furniture,5,8996.03,completed
10190,Anjali,Mysore,Clothing,2,2661.98,Completed
10191,Kiran,Mysore,Electronics,7,6018.45,Completed
10192,Arun,Pune,Books,2,14548.83,COMPLETED
10193,Rahul,Mumbai,Furniture,7,4057.47,Pending
10194,Kiran,Hyderabad,Grocery,1,9936.87,completed
10195,Kiran,Mysore,Furniture,7,5046.55,Completed
10196,Priya,Hyderabad,Electronics,2,11658.73,completed
10197,Priya,Delhi,Grocery,5,2180.39,Pending
10198,Sneha,Mysore,Clothing,6,14554.86,Pending
10199,Vikram,Mysore,Furniture,2,6943.4,Cancelled
10200,Arun,Chennai,Electronics,7,3731.74,Pending
10201,Kiran,Mysore,Books,6,1334.08,COMPLETED
10202,Neha,Kochi,Grocery,7,2753.93,Completed
10203,Kiran,Bangalore,Furniture,5,7916.67,Cancelled
10204,Rahul,Kochi,Furniture,7,5220.8,COMPLETED
10205,Sneha,Mumbai,Clothing,1,12476.03,completed
10206,Vikram,Mumbai,Clothing,3,6605.59,Completed
10207,Neha,Hyderabad,Books,2,3918.54,Pending
10208,Sneha,Kochi,Books,3,9352.89,Completed
10209,Anjali,Kochi,Electronics,7,10674.96,completed
10210,Vikram,Kochi,Electronics,5,2713.87,Cancelled
10211,Kiran,Delhi,Books,2,2722.38,Cancelled
10212,Kiran,Mysore,Books,7,790.9,Cancelled
10213,Vikram,Bangalore,Grocery,6,11111.93,Pending
10214,Kiran,Hyderabad,Clothing,4,10041.12,COMPLETED
10215,Arun,,Electronics,7,7250.81,COMPLETED
10216,Vikram,Kochi,Clothing,3,12701.51,Completed
10217,Sneha,Chennai,Clothing,2,12133.63,Pending
10218,Vikram,Hyderabad,Books,3,8883.98,Cancelled
10219,Neha,Kochi,Grocery,2,13057.0,Cancelled
10220,Kiran,Hyderabad,Furniture,7,3286.16,completed
10221,Arun,Mysore,Grocery,1,1900.81,completed
10222,Arun,Chennai,Grocery,6,4228.81,Cancelled
10223,Anjali,Hyderabad,Clothing,7,1092.03,Cancelled
10224,Sneha,Bangalore,Grocery,3,8084.75,Pending
10225,Priya,Bangalore,Electronics,4,14064.93,COMPLETED
10226,Priya,Mumbai,Clothing,4,830.32,completed
10227,Vikram,Chennai,Electronics,5,2051.12,COMPLETED
10228,Anjali,Chennai,Furniture,2,6919.94,Pending
10229,Rahul,Mumbai,Clothing,3,14024.66,Cancelled
10230,Vikram,Hyderabad,Furniture,5,4913.3,COMPLETED
10231,Anjali,Chennai,Clothing,3,7731.71,Cancelled
10232,Sneha,Bangalore,Books,2,863.2,Cancelled
10233,Sneha,Bangalore,Grocery,7,2438.06,Completed
10234,Sneha,Kochi,Books,7,14802.79,COMPLETED
10235,Sneha,Mysore,Furniture,4,14485.5,COMPLETED
10236,Sneha,Chennai,Grocery,7,322.86,Cancelled
10237,Anjali,Hyderabad,Clothing,7,14289.22,Pending
10238,Anjali,Mumbai,Grocery,1,9677.02,Completed
10239,Arun,Mumbai,Electronics,4,13051.79,Cancelled
10240,Neha,Hyderabad,Grocery,5,6957.41,completed
10241,Priya,Delhi,Electronics,6,7855.04,completed
10242,Kiran,Pune,Grocery,1,7460.49,Completed
10243,Sneha,Mysore,Electronics,5,10086.25,Pending
10244,Rahul,Mumbai,Furniture,2,2309.86,Cancelled
10245,Kiran,Chennai,Books,1,692.11,COMPLETED
10246,Anjali,Mysore,Clothing,5,4791.97,Completed
10247,Rahul,Chennai,Grocery,2,10644.04,Pending
10248,Rahul,Delhi,Books,4,3227.34,COMPLETED
10249,Rahul,Bangalore,Clothing,6,10183.13,completed
10250,Arun,Mysore,Clothing,2,14556.2,completed
10251,Anjali,Kochi,Electronics,7,1635.04,COMPLETED
10252,Rahul,Mumbai,Furniture,3,10170.88,Completed
10253,Sneha,Mysore,Furniture,2,6795.32,completed
10254,Vikram,Mysore,Books,2,13055.1,Cancelled
10255,Rahul,Mysore,Furniture,6,2862.96,COMPLETED
10256,Arun,Pune,Grocery,3,10466.23,COMPLETED
10257,Kiran,Mysore,Furniture,7,12612.2,completed
10258,Anjali,Chennai,Books,5,14183.06,Completed
10259,Neha,Bangalore,Furniture,5,10327.91,Cancelled
10260,Arun,Delhi,Grocery,2,7583.33,Completed
10261,Rahul,Hyderabad,Electronics,3,9363.25,Pending
10262,Anjali,Mysore,Books,3,13066.35,Pending
10263,Vikram,Mumbai,Electronics,7,8666.49,completed
10264,Rahul,Mysore,Electronics,6,698.21,completed
10265,Arun,Mumbai,Electronics,4,13981.49,completed
10266,Priya,Chennai,Clothing,5,10420.52,Pending
10267,Sneha,Mumbai,Clothing,6,10228.57,Completed
10268,Neha,Kochi,Electronics,1,3431.21,Completed
10269,Kiran,Hyderabad,Books,5,9968.56,completed
10270,Arun,Bangalore,Grocery,6,6059.5,Cancelled
10271,Anjali,Mumbai,Grocery,5,9855.69,Completed
10272,Neha,Mumbai,Furniture,4,1822.25,Pending
10273,Neha,Bangalore,Books,1,9953.22,COMPLETED
10274,Neha,Hyderabad,Clothing,4,14991.35,COMPLETED
10275,Rahul,Mysore,Electronics,7,961.13,COMPLETED
10276,Sneha,Mumbai,Furniture,1,14663.32,Cancelled
10277,Rahul,Bangalore,Grocery,2,6251.89,completed
10278,Anjali,Kochi,Clothing,6,13093.61,Pending
10279,Rahul,Kochi,Clothing,1,11790.19,Cancelled
10280,Priya,Chennai,Electronics,7,8613.49,Pending
10281,Sneha,Bangalore,Grocery,7,11142.13,Pending
10282,Sneha,Chennai,Books,4,13208.1,completed
10283,Anjali,Kochi,Clothing,5,6211.07,COMPLETED
10284,Kiran,Hyderabad,Electronics,1,5073.74,completed
10285,Priya,Mysore,Books,6,10097.0,Cancelled
10286,Arun,Bangalore,Grocery,1,12165.73,Cancelled
10287,Rahul,Delhi,Clothing,3,11493.71,Cancelled
10288,Vikram,Kochi,Books,5,12017.75,completed
10289,Rahul,Kochi,Books,6,6674.85,Pending
10290,Neha,Delhi,Books,6,12313.05,Pending
10291,Rahul,Pune,Clothing,2,2023.08,Completed
10292,Arun,Kochi,Clothing,4,8281.21,Cancelled
10293,Rahul,Mumbai,Furniture,2,334.94,Pending
10294,Priya,Hyderabad,Grocery,6,5037.64,Completed
10295,Priya,Bangalore,Electronics,5,5655.31,Pending
10296,Sneha,Delhi,Books,1,6093.55,Cancelled
10297,Anjali,Mumbai,Furniture,1,10508.14,COMPLETED
10298,Kiran,Delhi,Electronics,5,5981.23,Cancelled
10299,Vikram,Bangalore,Furniture,6,6868.23,completed
10300,Neha,Chennai,Clothing,7,3753.78,Pending
10301,Rahul,Bangalore,Books,1,5755.46,Pending
10302,Rahul,Pune,,7,3602.23,completed
10303,Arun,Bangalore,Electronics,1,1329.64,completed
10304,Anjali,Bangalore,Electronics,1,9150.87,COMPLETED
10305,Priya,Pune,Electronics,4,10106.14,Pending
10306,Vikram,Hyderabad,Electronics,4,9387.48,Pending
10307,Sneha,Kochi,Furniture,3,7086.54,COMPLETED
10308,Priya,Bangalore,Books,2,5851.84,Completed
10309,Neha,Pune,Clothing,5,12984.17,COMPLETED
10310,Anjali,Mumbai,Clothing,5,7906.46,Cancelled
10311,Neha,Chennai,Clothing,5,7317.93,Pending
10312,Kiran,Chennai,Clothing,3,628.22,completed
10313,Sneha,Bangalore,Furniture,4,5283.41,Cancelled
10314,Kiran,Hyderabad,Grocery,6,5857.89,Pending
10315,Arun,Hyderabad,Books,7,6132.64,COMPLETED
10316,Neha,Mumbai,Electronics,7,8807.54,Cancelled
10317,Arun,Bangalore,Grocery,6,8120.64,Pending
10318,Rahul,Chennai,Clothing,3,9216.6,Completed
10319,Kiran,Hyderabad,Grocery,6,11532.03,Completed
10320,Anjali,Bangalore,Books,5,12241.54,completed
10321,Neha,Delhi,Electronics,2,10842.32,Pending
10322,Vikram,Hyderabad,Electronics,1,14343.97,Completed
10323,Sneha,Pune,Books,7,518.93,COMPLETED
10324,Priya,Delhi,Books,4,3137.73,Pending
10325,Anjali,Kochi,Clothing,4,361.55,COMPLETED
10326,Anjali,Hyderabad,Electronics,3,9800.25,COMPLETED
10327,Arun,Chennai,Grocery,4,13495.95,Completed
10328,Kiran,Mysore,Furniture,5,3841.36,Pending
10329,Neha,Delhi,Furniture,7,13923.76,Cancelled
10330,Neha,Kochi,Books,6,1138.94,Completed
10331,Rahul,Mumbai,Clothing,5,14032.93,Completed
10332,Rahul,Mumbai,Furniture,3,5436.43,Pending
10333,Sneha,Chennai,Electronics,5,1745.96,Pending
10334,Arun,Hyderabad,Books,6,7416.61,COMPLETED
10335,Anjali,Bangalore,Grocery,2,4037.45,Pending
10336,Neha,Hyderabad,Books,3,4451.88,COMPLETED
10337,Vikram,Chennai,Grocery,2,4782.53,Completed
10338,Arun,Mumbai,Books,1,12094.63,completed
10339,Sneha,Hyderabad,Books,2,8202.63,Cancelled
10340,Sneha,Mumbai,Books,1,4841.79,Completed
10341,Arun,Delhi,Grocery,1,9252.42,Pending
10342,Sneha,Kochi,Grocery,2,10813.22,Cancelled
10343,Arun,Bangalore,Books,3,4271.2,completed
10344,Priya,Delhi,Furniture,6,6349.85,completed
10345,Arun,Mumbai,Clothing,5,2047.82,COMPLETED
10346,Kiran,Mumbai,Clothing,5,2921.95,Cancelled
10347,Arun,Mysore,Clothing,6,10296.49,COMPLETED
10348,Sneha,Mysore,Grocery,7,2926.22,Completed
10349,Neha,Delhi,Grocery,7,7996.16,Cancelled
10350,Kiran,Pune,Furniture,1,10708.43,Completed
10351,Sneha,Delhi,Clothing,1,1826.43,COMPLETED
10352,Rahul,Mysore,Clothing,3,8617.86,Cancelled
10353,Rahul,Mumbai,Books,4,4034.3,COMPLETED
10354,Neha,Chennai,Grocery,2,14453.17,Cancelled
10355,Neha,Delhi,Clothing,1,7382.3,COMPLETED
10356,Kiran,Mumbai,Furniture,5,12138.39,completed
10357,Priya,Chennai,Furniture,3,8365.84,COMPLETED
10358,Neha,Chennai,Clothing,2,890.33,completed
10359,Rahul,Mysore,Grocery,3,9588.98,COMPLETED
10360,Arun,Delhi,Furniture,2,14283.2,Cancelled
10361,Sneha,Hyderabad,Books,2,9123.77,Cancelled
10362,Rahul,Bangalore,Furniture,6,12333.04,Cancelled
10363,Rahul,Mysore,Electronics,1,13292.05,Pending
10364,Priya,Mysore,Electronics,3,3614.18,Completed
10365,Kiran,Hyderabad,Grocery,3,3377.66,Cancelled
10366,Kiran,Bangalore,Clothing,6,9261.97,completed
10367,Anjali,Mumbai,Grocery,5,6312.67,Cancelled
10368,Priya,Pune,Grocery,5,12637.95,Pending
10369,Arun,Delhi,Grocery,7,13525.34,completed
10370,Kiran,Pune,Grocery,1,5462.97,Pending
10371,Sneha,Mumbai,Books,1,3743.84,completed
10372,Neha,Kochi,Books,4,11762.75,COMPLETED
10373,Priya,Mysore,Furniture,6,4303.39,Completed
10374,Neha,Bangalore,Electronics,5,12383.56,Completed
10375,Rahul,Mysore,Grocery,2,6500.14,Pending
10376,Sneha,Chennai,Furniture,3,10096.36,Completed
10377,Sneha,Mysore,Electronics,1,1659.15,Pending
10378,Rahul,Mysore,Clothing,3,9451.93,Pending
10379,Priya,Mumbai,Books,3,6913.57,Pending
10380,Rahul,Mumbai,Electronics,4,8902.47,Completed
10381,Neha,Mumbai,Clothing,5,2728.21,Pending
10382,Anjali,Pune,Electronics,1,11118.89,Completed
10383,Sneha,Chennai,Books,3,12976.26,Pending
10384,Vikram,Kochi,Books,1,3446.91,Cancelled
10385,Vikram,Kochi,Furniture,2,1661.79,Pending
10386,Neha,Mumbai,Grocery,4,598.67,completed
10387,Arun,Bangalore,Electronics,2,9719.08,Pending
10388,Kiran,Pune,Electronics,1,9204.64,COMPLETED
10389,Rahul,Hyderabad,Clothing,7,8313.79,Pending
10390,Rahul,Bangalore,Books,1,3671.22,completed
10391,Arun,Delhi,Electronics,5,6015.86,completed
10392,Arun,Delhi,Books,3,9018.53,Completed
10393,Neha,Bangalore,Electronics,3,7577.31,Cancelled
10394,Neha,Mumbai,Furniture,2,14819.84,Pending
10395,Arun,Hyderabad,Grocery,4,2262.49,Completed
10396,Sneha,Hyderabad,Electronics,7,10503.38,Cancelled
10397,Neha,Pune,Books,6,6213.7,Pending
10398,Anjali,Hyderabad,Furniture,3,6565.94,COMPLETED
10399,Neha,Delhi,Electronics,5,10834.57,Pending
10400,Rahul,Chennai,Clothing,2,10463.43,completed
10401,Neha,Mumbai,Grocery,2,14871.03,completed
10402,Sneha,Hyderabad,Electronics,6,2143.82,COMPLETED
10403,Arun,Pune,Furniture,5,1785.62,Completed
10404,Rahul,Delhi,Clothing,4,10934.0,Cancelled
10405,Neha,Chennai,Furniture,5,8781.21,Pending
10406,Sneha,Mysore,Furniture,4,4293.87,completed
10407,Anjali,Mysore,Clothing,5,1421.44,Completed
10408,Neha,Chennai,Furniture,5,1513.46,COMPLETED
10409,Sneha,Delhi,Clothing,1,13439.32,completed
10410,Anjali,Pune,Electronics,2,3080.04,COMPLETED
10411,Arun,Chennai,Clothing,5,5019.73,Pending
10412,Neha,Mumbai,Clothing,6,3593.18,Cancelled
10413,Anjali,Mumbai,Grocery,5,5486.2,completed
10414,Rahul,Mysore,Clothing,3,1274.0,completed
10415,Arun,Hyderabad,Clothing,2,7906.13,Pending
10416,Rahul,Pune,Electronics,3,1247.29,Completed
10417,Vikram,Mysore,Grocery,2,12055.26,Cancelled
10418,Priya,Hyderabad,Books,3,3697.25,completed
10419,Neha,Hyderabad,Electronics,5,8215.18,Cancelled
10420,Anjali,Kochi,Electronics,5,13231.17,completed
10421,Priya,Mumbai,Books,1,9850.44,Cancelled
10422,Priya,Delhi,Clothing,6,8111.13,COMPLETED
10423,Anjali,Bangalore,Furniture,3,5033.92,completed
10424,Arun,Delhi,Grocery,4,5161.78,Cancelled
10425,Neha,Bangalore,Furniture,1,10124.93,Completed
10426,Vikram,Chennai,Books,3,14913.56,COMPLETED
10427,Rahul,Mumbai,Electronics,3,10012.13,COMPLETED
10428,Sneha,Hyderabad,Electronics,1,8477.31,Completed
10429,Rahul,Pune,Grocery,5,11027.1,Cancelled
10430,Sneha,Bangalore,Electronics,3,7111.78,Pending
10431,Rahul,Delhi,Electronics,5,1137.1,Completed
10432,Anjali,Hyderabad,Grocery,1,8543.88,Cancelled
10433,Vikram,Bangalore,Grocery,5,14374.97,Completed
10434,Neha,Bangalore,Books,2,2835.72,Completed
10435,Sneha,Kochi,Electronics,4,10427.57,completed
10436,Neha,Bangalore,Electronics,7,3213.77,Cancelled
10437,Neha,Pune,Books,3,8153.46,Pending
10438,Neha,Mumbai,Clothing,6,1675.98,completed
10439,Kiran,Pune,Clothing,4,6892.97,Completed
10440,Arun,Mysore,Clothing,7,11403.41,Completed
10441,Rahul,Hyderabad,Books,5,5376.68,Completed
10442,Neha,Mumbai,Electronics,3,10057.45,Cancelled
10443,Rahul,Kochi,Books,5,11982.89,Cancelled
10444,Neha,Mumbai,Books,2,13925.87,completed
10445,Sneha,Mumbai,Clothing,1,3710.97,Pending
10446,Arun,Delhi,Furniture,3,6139.91,completed
10447,Arun,Mumbai,Electronics,7,2498.14,COMPLETED
10448,Anjali,Kochi,Clothing,7,14889.13,Completed
10449,Kiran,Pune,Furniture,2,13923.26,Completed
10450,Anjali,Mumbai,Furniture,2,8214.37,Completed
10451,Anjali,Chennai,Grocery,3,12669.99,completed
10452,Anjali,Hyderabad,Electronics,5,7934.13,completed
10453,Anjali,Mumbai,Furniture,6,9447.89,Completed
10454,Anjali,Hyderabad,Clothing,7,1564.59,completed
10455,Vikram,Chennai,Grocery,7,11390.24,Cancelled
10456,Arun,Chennai,Electronics,2,2133.77,Cancelled
10457,Anjali,Hyderabad,Books,4,12434.5,completed
10458,Neha,Bangalore,Clothing,2,11784.91,Completed
10459,Arun,Mysore,Furniture,6,10703.98,completed
10460,Arun,Delhi,Furniture,5,783.37,completed
10461,Priya,Bangalore,Clothing,5,4721.14,completed
10462,Vikram,Bangalore,Furniture,4,4130.91,COMPLETED
10463,Anjali,Pune,Grocery,7,5562.01,Cancelled
10464,Rahul,Delhi,Electronics,2,1542.73,Pending
10465,Sneha,Delhi,Grocery,5,14070.13,Pending
10466,Kiran,Bangalore,Furniture,6,8418.58,COMPLETED
10467,Neha,Mumbai,Books,3,4756.48,completed
10468,Rahul,Pune,Electronics,1,6105.48,COMPLETED
10469,Vikram,Pune,Electronics,1,6846.24,COMPLETED
10470,Sneha,Chennai,Clothing,1,9108.77,Completed
10471,Vikram,Kochi,Clothing,7,7856.27,Cancelled
10472,Neha,Delhi,Books,2,13811.03,Pending
10473,Arun,Bangalore,Electronics,4,7580.21,completed
10474,Sneha,Chennai,Books,5,14884.33,Pending
10475,Arun,Hyderabad,Clothing,3,12808.52,Pending
10476,Neha,Mysore,Clothing,6,3325.53,Cancelled
